refseq_peptide	description	rgd_id	uniprot_gn_id
XP_006233976	similar to human chromosome 9 open reading frame 50	1311084	A0A8I6AGU8, A0JPQ0
XP_006233981	N-terminal Xaa-Pro-Lys N-methyltransferase 1	1306582	A0A8I5ZZE9, Q5BJX0
XP_006233983	far upstream element binding protein 3	1307004	A0A1W2Q698, A0A8I6ACQ5, A0A8I6ATS5, A0A8I6G4A0, G3V829
XP_006233984	far upstream element binding protein 3	1307004	A0A1W2Q698, A0A8I6ACQ5, A0A8I6ATS5, A0A8I6G4A0, G3V829
XP_006233986	far upstream element binding protein 3	1307004	A0A1W2Q698, A0A8I6ACQ5, A0A8I6ATS5, A0A8I6G4A0, G3V829
XP_006233993	solute carrier family 25 member 25	628666	A0A8I6AEC3, A0A8I6AFK8, A0A8I6AHU5, A0A8I6ALC5, A0A8I6GFE3, A0A8L2QB89
XP_006233994	solute carrier family 25 member 25	628666	A0A8I6AEC3, A0A8I6AFK8, A0A8I6AHU5, A0A8I6ALC5, A0A8I6GFE3, A0A8L2QB89
XP_006233995	solute carrier family 25 member 25	628666	A0A8I6AEC3, A0A8I6AFK8, A0A8I6AHU5, A0A8I6ALC5, A0A8I6GFE3, A0A8L2QB89
XP_006233996	solute carrier family 25 member 25	628666	A0A8I6AEC3, A0A8I6AFK8, A0A8I6AHU5, A0A8I6ALC5, A0A8I6GFE3, A0A8L2QB89
XP_006234001	syntaxin binding protein 1	3785	A0A8I6A8W2, A0A8I6ABE0, P61765
XP_006234002	CDKN1A interacting zinc finger protein 1	1305336	A0A8I5ZW18, A0A8I6A6S9, A0A8I6AJV2, F1LS75, F1LV60
XP_006234003	CDKN1A interacting zinc finger protein 1	1305336	A0A8I5ZW18, A0A8I6A6S9, A0A8I6AJV2, F1LS75, F1LV60
XP_006234005	CDKN1A interacting zinc finger protein 1	1305336	A0A8I5ZW18, A0A8I6A6S9, A0A8I6AJV2, F1LS75, F1LV60
XP_006234008	CDKN1A interacting zinc finger protein 1	1305336	A0A8I5ZW18, A0A8I6A6S9, A0A8I6AJV2, F1LS75, F1LV60
XP_006234019	Rab9 effector protein with kelch motifs	1310612	A0A8I5ZP58, A0A8I6ABJ1, A0A8L2QDI4
XP_006234020	Rab9 effector protein with kelch motifs	1310612	A0A8I5ZP58, A0A8I6ABJ1, A0A8L2QDI4
XP_006234021	Rab9 effector protein with kelch motifs	1310612	A0A8I5ZP58, A0A8I6ABJ1, A0A8L2QDI4
XP_006234026	Rab9 effector protein with kelch motifs	1310612	A0A8I5ZP58, A0A8I6ABJ1, A0A8L2QDI4
XP_006234029	Rab9 effector protein with kelch motifs	1310612	A0A8I5ZP58, A0A8I6ABJ1, A0A8L2QDI4
XP_006234035	zinc finger and BTB domain containing 43	1310287	A0A8I5ZT40, A0A8I6AFN4, Q5PQT4
XP_006234036	zinc finger and BTB domain containing 43	1310287	A0A8I5ZT40, A0A8I6AFN4, Q5PQT4
XP_006234037	PBX homeobox 3	1307198	A0A0G2K9K8, A0A8I6AGR6, A0A8I6G7G5, D4AB31
XP_006234054	golgin A2	620282	A0A0G2K977, A0A8I5ZKX8, A0A8I5ZMK4, A0A8I6A5P6, A0A8I6G694, Q62839
XP_006234055	golgin A2	620282	A0A0G2K977, A0A8I5ZKX8, A0A8I5ZMK4, A0A8I6A5P6, A0A8I6G694, Q62839
XP_006234056	golgin A2	620282	A0A0G2K977, A0A8I5ZKX8, A0A8I5ZMK4, A0A8I6A5P6, A0A8I6G694, Q62839
XP_006234058	golgin A2	620282	A0A0G2K977, A0A8I5ZKX8, A0A8I5ZMK4, A0A8I6A5P6, A0A8I6G694, Q62839
XP_006234074	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	1303005	A0A8I6AHG2, A0A8J8XJY2
XP_006234077	Ral GEF with PH domain and SH3 binding motif 1	2319500	A0A8I5ZUI1, A0A8I5ZWL1, A0A8I6G5E3, D3ZLR4
XP_006234079	Ral GEF with PH domain and SH3 binding motif 1	2319500	A0A8I5ZUI1, A0A8I5ZWL1, A0A8I6G5E3, D3ZLR4
XP_006234081	Ral GEF with PH domain and SH3 binding motif 1	2319500	A0A8I5ZUI1, A0A8I5ZWL1, A0A8I6G5E3, D3ZLR4
XP_006234082	Ral GEF with PH domain and SH3 binding motif 1	2319500	A0A8I5ZUI1, A0A8I5ZWL1, A0A8I6G5E3, D3ZLR4
XP_006234089	GTPase activating protein and VPS9 domains 1	1307479	A0A8I5Y674, A0A8I5ZT12, D4A022
XP_006234102	gelsolin	1303089	A0A8I5ZZX4, A0A8I6A5C5, A0A8I6A6D2, A0A8I6AJ14, A0A8I6AST2, A0A8L2RAQ3, Q68FP1
XP_006234114	centriolin	1305317	A0A1B0GWU0, A0A8I5ZKF6, D4A619
XP_006234128	LIM homeobox 6	1306174	A0A8I6AN85, D3ZDG6
XP_006234144	zinc finger and BTB domain containing 26	1308561	D3ZG35
XP_006234161	golgin A1	1311305	A0A8I6A5T2, A0A8I6A6W0, D4A6K4
XP_006234163	zinc finger and BTB domain containing 6	1306007	D3ZBL2
XP_006234164	zinc finger and BTB domain containing 6	1306007	D3ZBL2
XP_006234217	enhancer of polycomb homolog 2	1307271	A0A8I5ZZ28, D4ADG5
XP_006234222	Ly6/Plaur domain containing 6	1587119	D3ZTT2
XP_006234226	pre-mRNA processing factor 40 homolog A	1311401	A0A8I5ZVI3, A0A8I5ZVY5, D3ZJ92
XP_006234278	plakophilin 4	1307840	A0A8I5ZP98, A0A8I5ZTQ8, A0A8I6A222, A0A8I6A880, F1M2K6
XP_006234296	RNA binding motif, single stranded interacting protein 1	1307777	A0A0G2K4R7, A0A8I5Y9I4, A0A8I5ZLN8, A0A8I6AJP2, A0A8I6B2A8, A0A8I6G7B3, A0A8L2Q545
XP_006234297	RNA binding motif, single stranded interacting protein 1	1307777	A0A0G2K4R7, A0A8I5Y9I4, A0A8I5ZLN8, A0A8I6AJP2, A0A8I6B2A8, A0A8I6G7B3, A0A8L2Q545
XP_006234298	RNA binding motif, single stranded interacting protein 1	1307777	A0A0G2K4R7, A0A8I5Y9I4, A0A8I5ZLN8, A0A8I6AJP2, A0A8I6B2A8, A0A8I6G7B3, A0A8L2Q545
XP_006234299	RNA binding motif, single stranded interacting protein 1	1307777	A0A0G2K4R7, A0A8I5Y9I4, A0A8I5ZLN8, A0A8I6AJP2, A0A8I6B2A8, A0A8I6G7B3, A0A8L2Q545
XP_006234300	RNA binding motif, single stranded interacting protein 1	1307777	A0A0G2K4R7, A0A8I5Y9I4, A0A8I5ZLN8, A0A8I6AJP2, A0A8I6B2A8, A0A8I6G7B3, A0A8L2Q545
XP_006234301	RNA binding motif, single stranded interacting protein 1	1307777	A0A0G2K4R7, A0A8I5Y9I4, A0A8I5ZLN8, A0A8I6AJP2, A0A8I6B2A8, A0A8I6G7B3, A0A8L2Q545
XP_006234303	RNA binding motif, single stranded interacting protein 1	1307777	A0A0G2K4R7, A0A8I5Y9I4, A0A8I5ZLN8, A0A8I6AJP2, A0A8I6B2A8, A0A8I6G7B3, A0A8L2Q545
XP_006234304	lymphocyte antigen 75	1565962	D3ZQK8
XP_006234305	V-set and immunoglobulin domain containing 1	1565570	A0A0G2K4G7, Q4KLY3
XP_006234316	nucleoporin 62 C-terminal like	1564353	A0A0G2KB27
XP_006234317	nucleoporin 62 C-terminal like	1564353	A0A0G2KB27
XP_006234319	nucleoporin 62 C-terminal like	1564353	A0A0G2KB27
XP_006234337	solute carrier family 4 member 10	631407	A0A8I6A5G1, A0A8I6GM66, A0A8L2QND6, D4AD03, W0NT44, W0NXI0
XP_006234338	solute carrier family 4 member 10	631407	A0A8I6A5G1, A0A8I6GM66, A0A8L2QND6, D4AD03, W0NT44, W0NXI0
XP_006234341	solute carrier family 4 member 10	631407	A0A8I6A5G1, A0A8I6GM66, A0A8L2QND6, D4AD03, W0NT44, W0NXI0
XP_006234342	solute carrier family 4 member 10	631407	A0A8I6A5G1, A0A8I6GM66, A0A8L2QND6, D4AD03, W0NT44, W0NXI0
XP_006234344	solute carrier family 4 member 10	631407	A0A8I6A5G1, A0A8I6GM66, A0A8L2QND6, D4AD03, W0NT44, W0NXI0
XP_006234345	solute carrier family 4 member 10	631407	A0A8I6A5G1, A0A8I6GM66, A0A8L2QND6, D4AD03, W0NT44, W0NXI0
XP_006234346	solute carrier family 4 member 10	631407	A0A8I6A5G1, A0A8I6GM66, A0A8L2QND6, D4AD03, W0NT44, W0NXI0
XP_006234366	cordon-bleu WH2 repeat protein-like 1	1308954	A0A8I5ZL13, F1M124
XP_006234375	kelch-like family member 23	1307166	A0A0G2JW57, D3ZLV9
XP_006234376	kelch-like family member 23	1307166	A0A0G2JW57, D3ZLV9
XP_006234378	kelch-like family member 23	1307166	A0A0G2JW57, D3ZLV9
XP_006234422	secernin 3	1305064	A0A0G2K189, A0A8I6A9K3, G3V8F4
XP_006234432	metaxin 2	1306473	A0A8I5ZLV1, A0A8I5ZX94, A0A8I6A0S6, A0A8I6APV3, Q5U1Z9
XP_006234439	lunapark, ER junction formation factor	1312042	A0A0G2JZ33, A0A8I6ABT9, A0A8I6AK49, A0A8I6AVM8, A0A8I6B566, A0JN29
XP_006234440	lunapark, ER junction formation factor	1312042	A0A0G2JZ33, A0A8I6ABT9, A0A8I6AK49, A0A8I6AVM8, A0A8I6B566, A0JN29
XP_006234441	lunapark, ER junction formation factor	1312042	A0A0G2JZ33, A0A8I6ABT9, A0A8I6AK49, A0A8I6AVM8, A0A8I6B566, A0JN29
XP_006234442	lunapark, ER junction formation factor	1312042	A0A0G2JZ33, A0A8I6ABT9, A0A8I6AK49, A0A8I6AVM8, A0A8I6B566, A0JN29
XP_006234443	lunapark, ER junction formation factor	1312042	A0A0G2JZ33, A0A8I6ABT9, A0A8I6AK49, A0A8I6AVM8, A0A8I6B566, A0JN29
XP_006234444	lunapark, ER junction formation factor	1312042	A0A0G2JZ33, A0A8I6ABT9, A0A8I6AK49, A0A8I6AVM8, A0A8I6B566, A0JN29
XP_006234448	chimerin 1	620139	A0A140TAJ1, A0A8I5ZU15, A0A8I5ZUM2, A0A8I6A036, A0A8I6AHR6, A0A8I6AID6, A0A8I6ASS0
XP_006234459	NFE2 like bZIP transcription factor 2	620360	A0A8I6A7Z8, A0A8I6AV20, O54968
XP_006234460	NFE2 like bZIP transcription factor 2	620360	A0A8I6A7Z8, A0A8I6AV20, O54968
XP_006234492	nucleoporin 35	1303069	A0A8I6A1Y4, A0A8L2Q6A2, Q68FY1
XP_006234514	catenin delta 1	1305643	A0A0G2JXM1, A0A8I5ZVG2, D3ZZZ9
XP_006234515	catenin delta 1	1305643	A0A0G2JXM1, A0A8I5ZVG2, D3ZZZ9
XP_006234546	tankyrase 1 binding protein 1	1312021	D3ZF26
XP_006234547	tankyrase 1 binding protein 1	1312021	D3ZF26
XP_006234548	tankyrase 1 binding protein 1	1312021	D3ZF26
XP_006234555	olfactory receptor family 5 subfamily D member 35	1594971	M0R7D6
XP_006234592	ADP-ribosylation factor GTPase activating protein 2	1306177	A0A8I6A5U9, A0A8I6AFN9, Q3MID3
XP_006234656	diacylglycerol kinase zeta	70929	A0A0G2K707, A0A8I6A444, A0A8I6AMI5, A0A8I6GM44, O08560
XP_006234658	diacylglycerol kinase zeta	70929	A0A0G2K707, A0A8I6A444, A0A8I6AMI5, A0A8I6GM44, O08560
XP_006234682	WT1 transcription factor	3974	A0A8I5ZLA2, A0A8I6GE58, D3ZJ55
XP_006234684	WT1 transcription factor	3974	A0A8I5ZLA2, A0A8I6GE58, D3ZJ55
XP_006234689	CD44 molecule (Indian blood group)	2307	A0A8I5ZKQ4, A0A8I5ZRQ4, A0A8I6ADP5, A0A8I6AHM1, A0A8I6APP8, A0A8I6GJ35, A0A8I6GMQ6, A0A8J8XKD3, D3ZGF1, F1LSA1
XP_006234691	CD44 molecule (Indian blood group)	2307	A0A8I5ZKQ4, A0A8I5ZRQ4, A0A8I6ADP5, A0A8I6AHM1, A0A8I6APP8, A0A8I6GJ35, A0A8I6GMQ6, A0A8J8XKD3, D3ZGF1, F1LSA1
XP_006234693	CD44 molecule (Indian blood group)	2307	A0A8I5ZKQ4, A0A8I5ZRQ4, A0A8I6ADP5, A0A8I6AHM1, A0A8I6APP8, A0A8I6GJ35, A0A8I6GMQ6, A0A8J8XKD3, D3ZGF1, F1LSA1
XP_006234695	paired box 6	3258	A0A8L2Q206, P63016
XP_006234696	paired box 6	3258	A0A8L2Q206, P63016
XP_006234697	paired box 6	3258	A0A8L2Q206, P63016
XP_006234698	paired box 6	3258	A0A8L2Q206, P63016
XP_006234729	coiled-coil domain containing 73	1563448	A0A8I6AC57, F1M0U1
XP_006234748	methyltransferase like 15	1304978	F7F172, Q5BK40
XP_006234749	methyltransferase like 15	1304978	F7F172, Q5BK40
XP_006234750	methyltransferase like 15	1304978	F7F172, Q5BK40
XP_006234751	methyltransferase like 15	1304978	F7F172, Q5BK40
XP_006234772	solute carrier family 12, member 6	1311335	A0A0G2K6T0, A0A8I5Y638, A0A8I5ZZ36, A0A8I6A5L1, G3V6N7
XP_006234773	solute carrier family 12, member 6	1311335	A0A0G2K6T0, A0A8I5Y638, A0A8I5ZZ36, A0A8I6A5L1, G3V6N7
XP_006234790	calpain 3	2269	A0A0G2JVX0, A0A0G2K0L5, A0A0G2K9P9, A0A8I5ZMW7, A0A8I5ZRY1, A0A8I6A336, F1LSQ2
XP_006234791	calpain 3	2269	A0A0G2JVX0, A0A0G2K0L5, A0A0G2K9P9, A0A8I5ZMW7, A0A8I5ZRY1, A0A8I6A336, F1LSQ2
XP_006234812	Meis homeobox 2	1305198	A0A0G2JT27, A0A8I6AHY1, D4A2T5
XP_006234813	Meis homeobox 2	1305198	A0A0G2JT27, A0A8I6AHY1, D4A2T5
XP_006234814	Meis homeobox 2	1305198	A0A0G2JT27, A0A8I6AHY1, D4A2T5
XP_006234815	Meis homeobox 2	1305198	A0A0G2JT27, A0A8I6AHY1, D4A2T5
XP_006234816	Meis homeobox 2	1305198	A0A0G2JT27, A0A8I6AHY1, D4A2T5
XP_006234817	Meis homeobox 2	1305198	A0A0G2JT27, A0A8I6AHY1, D4A2T5
XP_006234843	mitogen activated protein kinase binding protein 1	1307578	A0A8I6ADP4, D3ZSY0
XP_006234844	VPS39 subunit of HOPS complex	1304858	A0A0G2KA50, A0A8I5ZMY7, A0A8I6A3C4, A0A8I6AL66, E9PT04
XP_006234856	bromo adjacent homology domain containing 1	1563127	D3ZHT3
XP_006234859	MAX dimerization protein MGA	1561597	A0A8I6AGZ4, D3ZJB5, D3ZMQ0, D3ZP58, D4A6F9
XP_006234860	MAX dimerization protein MGA	1561597	A0A8I6AGZ4, D3ZJB5, D3ZMQ0, D3ZP58, D4A6F9
XP_006234861	MAX dimerization protein MGA	1561597	A0A8I6AGZ4, D3ZJB5, D3ZMQ0, D3ZP58, D4A6F9
XP_006234862	MAX dimerization protein MGA	1561597	A0A8I6AGZ4, D3ZJB5, D3ZMQ0, D3ZP58, D4A6F9
XP_006234879	StAR-related lipid transfer domain containing 9	1593360	A0A0G2K9Y3, A0A8I6GKI2, D3Z9J4
XP_006234888	microtubule-associated protein 1A	3042	A0A0G2K5C6, G3V7U2
XP_006234895	tau tubulin kinase 2	1311661	A0A0G2JYZ1, A0A8I6AER0, D3ZN60
XP_006234896	tau tubulin kinase 2	1311661	A0A0G2JYZ1, A0A8I6AER0, D3ZN60
XP_006234897	tau tubulin kinase 2	1311661	A0A0G2JYZ1, A0A8I6AER0, D3ZN60
XP_006234899	tau tubulin kinase 2	1311661	A0A0G2JYZ1, A0A8I6AER0, D3ZN60
XP_006234900	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234902	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234905	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234907	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234910	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234912	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234913	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234914	diphosphoinositol pentakisphosphate kinase 1	1562232	A0A0G2K4M9, A0A8I6AB72, A0A8I6AQ26, A0A8I6AQK2, A0A8I6AVA5, F1LSW6
XP_006234917	SPG11 vesicle trafficking associated, spatacsin	1562529	A0A0G2JZP7, A0A8I6G5Q3, D3Z9Z3
XP_006234927	tumor protein p53 binding protein 1	1308039	A0A8I6AB98, A0A8I6AKV2, F1M842
XP_006234936	WD repeat domain 76	1309616	A0A8I6AUS0, D3ZJT1
XP_006234937	WD repeat domain 76	1309616	A0A8I6AUS0, D3ZJT1
XP_006234938	WD repeat domain 76	1309616	A0A8I6AUS0, D3ZJT1
XP_006234939	WD repeat domain 76	1309616	A0A8I6AUS0, D3ZJT1
XP_006234953	cortexin 2	2311261	D4A1T4
XP_006234966	galactokinase 2	1308691	A0A0G2JTQ5, A0A8L2UPK8, Q5XIG6
XP_006234968	galactokinase 2	1308691	A0A0G2JTQ5, A0A8L2UPK8, Q5XIG6
XP_006234982	signal peptide peptidase-like 2A	1563001	A0A0G2JYA3, D3ZNG3
XP_006234994	myelin expression factor 2	1306547	A0A0G2K402, A0A8I5Y9T8, A0A8I5ZTD6, D4AEI5
XP_006235002	ubiquitin specific peptidase 50	1564751	F1LYZ4
XP_006235003	ubiquitin specific peptidase 50	1564751	F1LYZ4
XP_006235004	ubiquitin specific peptidase 50	1564751	F1LYZ4
XP_006235005	ubiquitin specific peptidase 50	1564751	F1LYZ4
XP_006235013	signal-regulatory protein alpha	3449	A0A8I5ZU69, A0A8I6A0T2, A0A8I6A7V6, A0A8I6ADR4, P97710, Q499T3
XP_006235014	signal-regulatory protein alpha	3449	A0A8I5ZU69, A0A8I6A0T2, A0A8I6A7V6, A0A8I6ADR4, P97710, Q499T3
XP_006235015	signal-regulatory protein alpha	3449	A0A8I5ZU69, A0A8I6A0T2, A0A8I6A7V6, A0A8I6ADR4, P97710, Q499T3
XP_006235031	coiled-coil-helix-coiled-coil-helix domain containing 5	1307809	A0A8I5ZTB4, A0A8I6GJ66, B0BMY5
XP_006235033	signal-regulatory protein beta 3	1566226	A0A0G2JTD2, D4A789
XP_006235034	signal-regulatory protein beta 3	1566226	A0A0G2JTD2, D4A789
XP_006235037	serine/threonine kinase 35	1310247	A0A8I6AKS4, D3ZKU3
XP_006235047	Bcl2-like 11	628774	A0A8I5ZK47, A0A8I5ZPX5, A0A8L2QCL5, A0A8L2QJ59
XP_006235052	potassium voltage-gated channel interacting protein 3	70888	A0A0G2K6M5, A0A140TAG1, A0A8L2QQE1, A0A8L2R519
XP_006235057	cytoskeleton associated protein 2-like	1590645	D3Z8Z9
XP_006235076	leucine zipper tumor suppressor family member 3	631327	A0A8I5ZYI8, G3V8V8
XP_006235077	PC-esterase domain containing 1A	1308836	A0A0G2JW48, F7FQ71
XP_006235086	sialic acid binding Ig like lectin 1	1311953	A0A0G2K320, D3ZVM6
XP_006235104	GDNF family receptor alpha 4	620503	A0A8I6AS10
XP_006235110	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	621881	A0A8I6AMM2, A0A8L2Q4B4
XP_006235125	spermine oxidase	1306049	A0A0G2JY83, A0A8I5Y9C4, A0A8I6A6T7, A0A8I6AE29, A0A8I6AJG4, B1WBU6
XP_006235134	chromogranin B	2339	A0A8I6A6A1, A0A8I6AW29, A0A8L2QFU5
XP_006235145	phospholipase C, beta 4	3345	A0A8I5Y961, A0A8I6A4W1, A0A8I6AGH0, D3ZCI6, D4A8C5, F1LNK2
XP_006235147	phospholipase C, beta 4	3345	A0A8I5Y961, A0A8I6A4W1, A0A8I6AGH0, D3ZCI6, D4A8C5, F1LNK2
XP_006235150	phospholipase C, beta 4	3345	A0A8I5Y961, A0A8I6A4W1, A0A8I6AGH0, D3ZCI6, D4A8C5, F1LNK2
XP_006235151	phospholipase C, beta 4	3345	A0A8I5Y961, A0A8I6A4W1, A0A8I6AGH0, D3ZCI6, D4A8C5, F1LNK2
XP_006235161	BTB domain containing 3	1311623	A0A8I6AIZ4, D3ZJC0
XP_006235170	kinesin family member 16B	1310146	A0A0G2K6V6, A0A8I5ZVW2, D3ZFN9
XP_006235194	BANF family member 2	1307909	A0A8I6A5G3, D4A728
XP_006235210	Ras and Rab interactor 2	1305873	A0A0G2K2D2, A0A8I5ZUT7, D4A6C4
XP_006235211	Ras and Rab interactor 2	1305873	A0A0G2K2D2, A0A8I5ZUT7, D4A6C4
XP_006235212	Ras and Rab interactor 2	1305873	A0A0G2K2D2, A0A8I5ZUT7, D4A6C4
XP_006235244	kizuna centrosomal protein	1307071	A0A8I5ZWV3, A0A8I6A3C6, A0A8I6AAU9, A0A8I6AV70, A0A8I6GHI8, D4A8C1
XP_006235275	cystatin F	1309154	A0A8I6ADY1, D3ZCV2
XP_006235279	adipocyte plasma membrane associated protein	1308874	A0A0G2K6G2, A0A8I5ZUF8, A0A8L2Q3J0, D3ZGQ3
XP_006235288	syntaphilin	1305867	A0A8I5ZUF6, A0A8I6AS45, A0A8L2Q5Z5
XP_006235293	family with sequence similarity 110, member A	1308904	A0A8I6A2V0, G4XVC3, M0RB04
XP_006235316	NSFL1 cofactor	619952	A0A0G2K911, A0A8I6A2Y8, A0A8I6GA62, A0A8L2Q670
XP_006235324	R-spondin 4	1563415	D4ACX0
XP_006235336	TPX2, microtubule nucleation factor	1311894	A0A0G2JT92, A0A8I6ARV3, D3ZA78
XP_006235379	BPI fold containing family B, member 6	1311602	D4AB30
XP_006235383	acyl-CoA synthetase short-chain family member 2	1305489	A0A8I6AD12, A0A8I6GJ11, G3V9U0
XP_006235417	BPI fold containing family B, member 1	1563047	A0A140TAH2, A0A8I5ZV17, A0A8I6AJ25, A0A8I6AL65
XP_006235419	similar to chromosome 20 open reading frame 144	1561517	A0A8I5ZXX8, F7F8K5
XP_006235423	ubiquinol-cytochrome c reductase complex assembly factor 1	1585681	A0A8I5XZY9, A0A8I5ZKC3, A0A8I6ALE3, A0A8I6AMU7, A0A8I6G7D8, Q32Q54
XP_006235429	BPI fold containing family A, member 6	2323465	D3ZKN1
XP_006235437	DSN1 component of MIS12 kinetochore complex	1565179	A0A8I6ADJ6, A0A8I6AFX7, Q4V7C0
XP_006235440	DSN1 component of MIS12 kinetochore complex	1565179	A0A8I6ADJ6, A0A8I6AFX7, Q4V7C0
XP_006235441	ribophorin II	62075	A0A0G2K757, A0A8I6ABV8, A0A8I6AC60, A0A8L2QVV5, P25235
XP_006235452	maestro heat-like repeat family member 8	2321481	D3ZA82
XP_006235482	Ral GTPase activating protein non-catalytic subunit beta	1306861	A0A0G2K0K8, A0A0G2KA57
XP_006235483	Ral GTPase activating protein non-catalytic subunit beta	1306861	A0A0G2K0K8, A0A0G2KA57
XP_006235485	DEAH-box helicase 35	1311165	A0A0G2JTM6, D4AEG5
XP_006235489	TGFB-induced factor homeobox 2	1560115	A0A8I5ZQW9, B5DEL6
XP_006235524	KIAA1755 ortholog	1563354	A0A8I6A850, F1M4P5
XP_006235525	KIAA1755 ortholog	1563354	A0A8I6A850, F1M4P5
XP_006235536	zinc fingers and homeoboxes 3	631431	A0A0G2K4X5, Q80Z36
XP_006235537	zinc fingers and homeoboxes 3	631431	A0A0G2K4X5, Q80Z36
XP_006235538	zinc fingers and homeoboxes 3	631431	A0A0G2K4X5, Q80Z36
XP_006235539	zinc fingers and homeoboxes 3	631431	A0A0G2K4X5, Q80Z36
XP_006235542	zinc fingers and homeoboxes 3	631431	A0A0G2K4X5, Q80Z36
XP_006235573	CD40 molecule	619830	A0A8I5XVD8, A0A8I6A4J5, A0A8I6AHI1, F6SVZ3, Q4QQW2
XP_006235600	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235601	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235602	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235603	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235604	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235608	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235616	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235617	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235621	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235622	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235626	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235627	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235629	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235631	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235633	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235634	zinc finger, MYND-type containing 8	1309544	A0A0G2K9F7, A0A8I5XZV4, A0A8I5ZX36, A0A8I5ZZH4, A0A8I6A294, A8C4G9
XP_006235647	translocase of outer mitochondrial membrane 34	1309029	A0A8I6AAW4, A0A8L2QQ52
XP_006235660	recombination signal binding protein for immunoglobulin kappa J region-like	1304786	A0A8I5ZXV0, D4AEG0
XP_006235674	Sys1 golgi trafficking protein	1559521	A0A8I5ZPL9, A0A8I6AU01, A0A8I6B4E1, D3ZY25
